Demand_Month,Region,Material_ID,Material_Name,Category,UOM,Historical_Usage_Qty,Open_Project_Demand_Qty,Seasonality_Index,Trend_Index,Forecast_Need_Qty,Safety_Stock_Qty,Total_Required_Qty,Available_Qty,Projected_Shortage_Qty,Projected_Shortage_Cost_$,Current_Unit_Cost_$,Forecast_Scenario
2023-08-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,219,66,1.08,1.208,372,74,446,626,0,0,118,Base
2023-09-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,219,88,1.0,1.22,375,75,450,490,0,0,118,Base
2023-10-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,164,27,0.92,1.232,217,43,260,330,0,0,118,Base
2023-11-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,212,83,0.87,1.245,319,64,383,528,0,0,118,Base
2023-12-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,173,14,0.85,1.257,200,40,240,220,20,2360,118,Base
2024-01-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,197,17,0.87,1.27,236,47,283,383,0,0,118,Base
2024-02-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,177,19,0.92,1.282,231,46,277,322,0,0,118,Base
2024-03-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,250,40,1.0,1.295,376,75,451,549,0,0,118,Base
2024-04-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,270,120,1.08,1.308,551,110,661,769,0,0,118,Base
2024-05-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,288,76,1.13,1.321,543,109,652,641,11,1298,118,Base
2024-06-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,209,80,1.15,1.335,444,89,533,644,0,0,118,Base
2024-07-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,300,126,1.13,1.348,649,130,779,1046,0,0,118,Base
2024-08-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,215,33,1.08,1.361,365,73,438,539,0,0,118,Base
2024-09-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,205,14,1.0,1.375,301,60,361,451,0,0,118,Base
2024-10-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,183,71,0.92,1.389,325,65,390,515,0,0,118,Base
2024-11-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,175,11,0.87,1.403,227,45,272,297,0,0,118,Base
2024-12-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,192,83,0.85,1.417,331,66,397,364,33,3894,118,Base
2025-01-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,173,73,0.87,1.431,306,61,367,440,0,0,118,Base
2025-02-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,195,20,0.92,1.445,286,57,343,305,38,4484,118,Base
2025-03-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,235,86,1.0,1.46,469,94,563,723,0,0,118,Base
2025-04-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,271,95,1.08,1.474,583,117,700,875,0,0,118,Base
2025-05-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,270,119,1.13,1.489,654,131,785,1055,0,0,118,Base
2025-06-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,264,68,1.15,1.504,574,115,689,863,0,0,118,Base
2025-07-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,215,54,1.13,1.519,462,92,554,679,0,0,118,Base
2025-08-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,270,32,1.08,1.534,500,100,600,826,0,0,118,Base
2025-09-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,181,52,1.0,1.549,361,72,433,500,0,0,118,Base
2025-10-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,185,41,0.92,1.565,325,65,390,526,0,0,118,Base
2025-11-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,159,48,0.87,1.58,285,57,342,495,0,0,118,Base
2025-12-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,201,30,0.85,1.596,313,63,376,468,0,0,118,Base
2026-01-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,183,31,0.87,1.612,300,60,360,375,0,0,118,Base
2026-02-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,216,13,0.92,1.628,343,69,412,422,0,0,118,Base
2026-03-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,208,33,1.0,1.645,396,79,475,661,0,0,118,Base
2026-04-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,235,43,1.08,1.661,499,100,599,646,0,0,118,Base
2026-05-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,246,74,1.13,1.678,607,121,728,944,0,0,118,Base
2026-06-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,208,86,1.15,1.694,573,115,688,677,11,1298,118,Base
2026-07-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,243,85,1.13,1.711,634,127,761,850,0,0,118,Base
2026-08-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,253,99,1.08,1.729,657,131,788,1041,0,0,118,Base
2026-09-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,226,22,1.0,1.746,433,87,520,597,0,0,118,Base
2026-10-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,169,12,0.92,1.763,294,59,353,405,0,0,118,Base
2026-11-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,206,72,0.87,1.781,431,86,517,639,0,0,118,Base
2026-12-01,North,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,174,62,0.85,1.799,361,72,433,378,55,6490,118,Base
2022-01-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,147,44,0.87,1.0,166,33,199,196,3,354,118,Base
2022-02-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,166,29,0.92,1.01,181,36,217,244,0,0,118,Base
2022-03-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,210,75,1.0,1.02,291,58,349,385,0,0,118,Base
2022-04-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,209,68,1.08,1.03,308,62,370,389,0,0,118,Base
2022-05-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,256,50,1.13,1.041,360,72,432,496,0,0,118,Base
2022-06-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,216,79,1.15,1.051,357,71,428,504,0,0,118,Base
2022-07-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,263,56,1.13,1.062,383,77,460,644,0,0,118,Base
2022-08-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,207,66,1.08,1.072,316,63,379,375,4,472,118,Base
2022-09-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,220,35,1.0,1.083,276,55,331,396,0,0,118,Base
2022-10-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,216,88,0.92,1.094,306,61,367,313,54,6372,118,Base
2022-11-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,174,63,0.87,1.105,228,46,274,320,0,0,118,Base
2022-12-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,146,44,0.85,1.116,180,36,216,195,21,2478,118,Base
2023-01-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,185,39,0.87,1.127,220,44,264,314,0,0,118,Base
2023-02-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,231,50,0.92,1.138,294,59,353,440,0,0,118,Base
2023-03-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,249,78,1.0,1.149,376,75,451,566,0,0,118,Base
2023-04-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,201,60,1.08,1.161,327,65,392,397,0,0,118,Base
2023-05-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,261,58,1.13,1.173,423,85,508,572,0,0,118,Base
2023-06-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,226,90,1.15,1.184,430,86,516,644,0,0,118,Base
2023-07-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,205,19,1.13,1.196,303,61,364,480,0,0,118,Base
2023-08-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,242,104,1.08,1.208,451,90,541,740,0,0,118,Base
2023-09-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,210,31,1.0,1.22,294,59,353,324,29,3422,118,Base
2023-10-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,196,48,0.92,1.232,277,55,332,448,0,0,118,Base
2023-11-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,207,75,0.87,1.245,305,61,366,314,52,6136,118,Base
2023-12-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,167,63,0.85,1.257,246,49,295,417,0,0,118,Base
2024-01-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,195,37,0.87,1.27,256,51,307,359,0,0,118,Base
2024-02-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,183,65,0.92,1.282,293,59,352,359,0,0,118,Base
2024-03-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,172,53,1.0,1.295,291,58,349,476,0,0,118,Base
2024-04-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,216,30,1.08,1.308,348,70,418,524,0,0,118,Base
2024-05-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,280,40,1.13,1.321,478,96,574,813,0,0,118,Base
2024-06-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,240,76,1.15,1.335,485,97,582,836,0,0,118,Base
2024-07-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,200,89,1.13,1.348,440,88,528,505,23,2714,118,Base
2024-08-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,244,108,1.08,1.361,518,104,622,637,0,0,118,Base
2024-09-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,249,32,1.0,1.375,386,77,463,454,9,1062,118,Base
2024-10-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,225,97,0.92,1.389,411,82,493,623,0,0,118,Base
2024-11-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,188,17,0.87,1.403,250,50,300,368,0,0,118,Base
2024-12-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,170,65,0.85,1.417,283,57,340,330,10,1180,118,Base
2025-01-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,188,60,0.87,1.431,309,62,371,471,0,0,118,Base
2025-02-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,218,38,0.92,1.445,340,68,408,504,0,0,118,Base
2025-03-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,240,87,1.0,1.46,477,95,572,609,0,0,118,Base
2025-04-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,256,73,1.08,1.474,524,105,629,633,0,0,118,Base
2025-05-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,233,62,1.13,1.489,496,99,595,684,0,0,118,Base
2025-06-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,205,59,1.15,1.504,457,91,548,674,0,0,118,Base
2025-07-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,244,81,1.13,1.519,558,112,670,783,0,0,118,Base
2025-08-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,196,63,1.08,1.534,429,86,515,660,0,0,118,Base
2025-09-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,173,34,1.0,1.549,321,64,385,385,0,0,118,Base
2025-10-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,193,60,0.92,1.565,364,73,437,392,45,5310,118,Base
2025-11-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,194,54,0.87,1.58,341,68,409,375,34,4012,118,Base
2025-12-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,204,34,0.85,1.596,323,65,388,519,0,0,118,Base
2026-01-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,203,64,0.87,1.612,375,75,450,438,12,1416,118,Base
2026-02-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,221,34,0.92,1.628,382,76,458,398,60,7080,118,Base
2026-03-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,232,69,1.0,1.645,495,99,594,819,0,0,118,Base
2026-04-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,245,75,1.08,1.661,574,115,689,640,49,5782,118,Base
2026-05-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,191,35,1.13,1.678,428,86,514,702,0,0,118,Base
2026-06-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,254,27,1.15,1.694,548,110,658,731,0,0,118,Base
2026-07-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,201,11,1.13,1.711,410,82,492,424,68,8024,118,Base
2026-08-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,187,78,1.08,1.729,495,99,594,808,0,0,118,Base
2026-09-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,181,68,1.0,1.746,435,87,522,617,0,0,118,Base
2026-10-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,218,78,0.92,1.763,480,96,576,531,45,5310,118,Base
2026-11-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,200,15,0.87,1.781,333,67,400,425,0,0,118,Base
2026-12-01,South,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,210,75,0.85,1.799,436,87,523,638,0,0,118,Base
2022-01-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,278,99,0.87,1.0,328,66,394,539,0,0,118,Base
2022-02-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,286,123,0.92,1.01,380,76,456,458,0,0,118,Base
2022-03-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,229,98,1.0,1.02,334,67,401,370,31,3658,118,Base
2022-04-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,333,134,1.08,1.03,520,104,624,903,0,0,118,Base
2022-05-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,344,30,1.13,1.041,440,88,528,674,0,0,118,Base
2022-06-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,354,142,1.15,1.051,599,120,719,833,0,0,118,Base
2022-07-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,261,74,1.13,1.062,402,80,482,493,0,0,118,Base
2022-08-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,245,96,1.08,1.072,395,79,474,550,0,0,118,Base
2022-09-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,314,16,1.0,1.083,357,71,428,507,0,0,118,Base
2022-10-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,215,86,0.92,1.094,303,61,364,482,0,0,118,Base
2022-11-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,221,89,0.87,1.105,298,60,358,431,0,0,118,Base
2022-12-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,224,33,0.85,1.116,244,49,293,366,0,0,118,Base
2023-01-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,198,68,0.87,1.127,261,52,313,269,44,5192,118,Base
2023-02-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,199,80,0.92,1.138,292,58,350,346,4,472,118,Base
2023-03-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,321,105,1.0,1.149,490,98,588,696,0,0,118,Base
2023-04-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,333,63,1.08,1.161,497,99,596,711,0,0,118,Base
2023-05-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,353,73,1.13,1.173,564,113,677,716,0,0,118,Base
2023-06-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,282,119,1.15,1.184,546,109,655,613,42,4956,118,Base
2023-07-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,269,77,1.13,1.196,468,94,562,658,0,0,118,Base
2023-08-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,281,89,1.08,1.208,483,97,580,668,0,0,118,Base
2023-09-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,263,81,1.0,1.22,420,84,504,651,0,0,118,Base
2023-10-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,198,57,0.92,1.232,289,58,347,322,25,2950,118,Base
2023-11-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,259,76,0.87,1.245,363,73,436,479,0,0,118,Base
2023-12-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,273,79,0.85,1.257,376,75,451,559,0,0,118,Base
2024-01-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,236,92,0.87,1.27,362,72,434,589,0,0,118,Base
2024-02-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,236,81,0.92,1.282,374,75,449,493,0,0,118,Base
2024-03-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,257,46,1.0,1.295,392,78,470,579,0,0,118,Base
2024-04-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,243,29,1.08,1.308,384,77,461,522,0,0,118,Base
2024-05-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,275,32,1.13,1.321,458,92,550,493,57,6726,118,Base
2024-06-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,309,20,1.15,1.335,505,101,606,811,0,0,118,Base
2024-07-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,295,46,1.13,1.348,519,104,623,609,14,1652,118,Base
2024-08-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,295,38,1.08,1.361,490,98,588,804,0,0,118,Base
2024-09-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,306,36,1.0,1.375,470,94,564,550,14,1652,118,Base
2024-10-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,220,80,0.92,1.389,383,77,460,431,29,3422,118,Base
2024-11-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,189,19,0.87,1.403,254,51,305,393,0,0,118,Base
2024-12-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,186,13,0.85,1.417,240,48,288,293,0,0,118,Base
2025-01-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,199,62,0.87,1.431,325,65,390,521,0,0,118,Base
2025-02-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,254,77,0.92,1.445,440,88,528,703,0,0,118,Base
2025-03-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,301,133,1.0,1.46,633,127,760,968,0,0,118,Base
2025-04-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,334,122,1.08,1.474,726,145,871,989,0,0,118,Base
2025-05-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,319,108,1.13,1.489,718,144,862,776,86,10148,118,Base
2025-06-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,296,86,1.15,1.504,661,132,793,1022,0,0,118,Base
2025-07-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,261,46,1.13,1.519,527,105,632,675,0,0,118,Base
2025-08-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,278,16,1.08,1.534,487,97,584,654,0,0,118,Base
2025-09-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,250,75,1.0,1.549,504,101,605,571,34,4012,118,Base
2025-10-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,283,23,0.92,1.565,441,88,529,543,0,0,118,Base
2025-11-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,232,68,0.87,1.58,412,82,494,455,39,4602,118,Base
2025-12-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,203,57,0.85,1.596,353,71,424,412,12,1416,118,Base
2026-01-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,214,87,0.87,1.612,422,84,506,701,0,0,118,Base
2026-02-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,211,36,0.92,1.628,370,74,444,584,0,0,118,Base
2026-03-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,313,67,1.0,1.645,625,125,750,1086,0,0,118,Base
2026-04-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,238,73,1.08,1.661,558,112,670,827,0,0,118,Base
2026-05-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,244,44,1.13,1.678,546,109,655,676,0,0,118,Base
2026-06-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,269,60,1.15,1.694,641,128,769,761,8,944,118,Base
2026-07-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,341,137,1.13,1.711,924,185,1109,1243,0,0,118,Base
2026-08-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,292,29,1.08,1.729,599,120,719,996,0,0,118,Base
2026-09-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,282,62,1.0,1.746,601,120,721,1014,0,0,118,Base
2026-10-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,233,22,0.92,1.763,414,83,497,571,0,0,118,Base
2026-11-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,193,72,0.87,1.781,411,82,493,618,0,0,118,Base
2026-12-01,East,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,260,34,0.85,1.799,449,90,539,532,7,826,118,Base
2022-01-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,178,26,0.87,1.0,177,35,212,292,0,0,118,Base
2022-02-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,174,43,0.92,1.01,202,40,242,233,9,1062,118,Base
2022-03-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,240,61,1.0,1.02,307,61,368,471,0,0,118,Base
2022-04-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,210,88,1.08,1.03,332,66,398,431,0,0,118,Base
2022-05-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,221,82,1.13,1.041,356,71,427,443,0,0,118,Base
2022-06-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,300,116,1.15,1.051,503,101,604,727,0,0,118,Base
2022-07-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,263,35,1.13,1.062,357,71,428,491,0,0,118,Base
2022-08-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,226,23,1.08,1.072,288,58,346,326,20,2360,118,Base
2022-09-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,219,38,1.0,1.083,278,56,334,368,0,0,118,Base
2022-10-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,234,36,0.92,1.094,272,54,326,464,0,0,118,Base
2022-11-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,168,57,0.87,1.105,216,43,259,269,0,0,118,Base
2022-12-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,168,64,0.85,1.116,220,44,264,288,0,0,118,Base
2023-01-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,212,45,0.87,1.127,252,50,302,421,0,0,118,Base
2023-02-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,224,99,0.92,1.138,338,68,406,454,0,0,118,Base
2023-03-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,277,117,1.0,1.149,453,91,544,654,0,0,118,Base
2023-04-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,239,30,1.08,1.161,337,67,404,564,0,0,118,Base
2023-05-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,218,97,1.13,1.173,417,83,500,616,0,0,118,Base
2023-06-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,272,93,1.15,1.184,497,99,596,840,0,0,118,Base
2023-07-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,278,99,1.13,1.196,510,102,612,675,0,0,118,Base
2023-08-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,216,51,1.08,1.208,348,70,418,499,0,0,118,Base
2023-09-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,238,15,1.0,1.22,309,62,371,421,0,0,118,Base
2023-10-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,189,79,0.92,1.232,304,61,365,313,52,6136,118,Base
2023-11-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,231,20,0.87,1.245,272,54,326,470,0,0,118,Base
2023-12-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,225,86,0.85,1.257,332,66,398,449,0,0,118,Base
2024-01-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,197,33,0.87,1.27,254,51,305,265,40,4720,118,Base
2024-02-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,255,107,0.92,1.282,427,85,512,654,0,0,118,Base
2024-03-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,278,116,1.0,1.295,510,102,612,643,0,0,118,Base
2024-04-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,215,52,1.08,1.308,377,75,452,547,0,0,118,Base
2024-05-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,250,105,1.13,1.321,530,106,636,564,72,8496,118,Base
2024-06-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,279,108,1.15,1.335,594,119,713,886,0,0,118,Base
2024-07-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,220,88,1.13,1.348,469,94,563,531,32,3776,118,Base
2024-08-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,240,62,1.08,1.361,444,89,533,675,0,0,118,Base
2024-09-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,211,85,1.0,1.375,407,81,488,653,0,0,118,Base
2024-10-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,253,90,0.92,1.389,438,88,526,604,0,0,118,Base
2024-11-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,196,84,0.87,1.403,342,68,410,407,3,354,118,Base
2024-12-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,219,80,0.85,1.417,360,72,432,614,0,0,118,Base
2025-01-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,194,70,0.87,1.431,329,66,395,444,0,0,118,Base
2025-02-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,183,67,0.92,1.445,332,66,398,568,0,0,118,Base
2025-03-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,267,71,1.0,1.46,493,99,592,727,0,0,118,Base
2025-04-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,202,48,1.08,1.474,398,80,478,544,0,0,118,Base
2025-05-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,217,39,1.13,1.489,431,86,517,537,0,0,118,Base
2025-06-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,254,68,1.15,1.504,557,111,668,625,43,5074,118,Base
2025-07-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,283,108,1.13,1.519,671,134,805,1105,0,0,118,Base
2025-08-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,236,75,1.08,1.534,515,103,618,781,0,0,118,Base
