Demand_Month,Region,Material_ID,Material_Name,Historical_Usage_Qty,Open_Project_Demand_Qty,Seasonality_Index,Trend_Index,Forecast_Need_Qty,Safety_Stock_Qty,Total_Required_Qty,Available_Qty,Projected_Shortage_Qty,Projected_Shortage_Cost_$,Forecast_Scenario
2022-03-01,South,MAT-1003,15 kV Cable,9248,1930,1.0,1.02,11403,2281,13684,19524,0,0,Base
2022-04-01,South,MAT-1003,15 kV Cable,9646,622,1.08,1.03,11425,2285,13710,12055,1655,19860,Base
2022-05-01,South,MAT-1003,15 kV Cable,9137,3926,1.13,1.041,15361,3072,18433,23313,0,0,Base
2022-06-01,South,MAT-1003,15 kV Cable,9400,595,1.15,1.051,12081,2416,14497,19490,0,0,Base
2022-07-01,South,MAT-1003,15 kV Cable,7794,2777,1.13,1.062,12680,2536,15216,20205,0,0,Base
2022-08-01,South,MAT-1003,15 kV Cable,7289,462,1.08,1.072,8975,1795,10770,14506,0,0,Base
2022-09-01,South,MAT-1003,15 kV Cable,8694,2186,1.0,1.083,11781,2356,14137,13617,520,6240,Base
2022-10-01,South,MAT-1003,15 kV Cable,6668,1863,0.92,1.094,8584,1717,10301,11688,0,0,Base
2022-11-01,South,MAT-1003,15 kV Cable,7890,2042,0.87,1.105,9545,1909,11454,13605,0,0,Base
2022-12-01,South,MAT-1003,15 kV Cable,6586,1171,0.85,1.116,7356,1471,8827,12281,0,0,Base
2023-01-01,South,MAT-1003,15 kV Cable,7301,465,0.87,1.127,7613,1523,9136,10360,0,0,Base
2023-02-01,South,MAT-1003,15 kV Cable,6516,1475,0.92,1.138,8367,1673,10040,14076,0,0,Base
2023-03-01,South,MAT-1003,15 kV Cable,8899,1612,1.0,1.149,12082,2416,14498,13717,781,9372,Base
2023-04-01,South,MAT-1003,15 kV Cable,7279,440,1.08,1.161,9678,1936,11614,12291,0,0,Base
2023-05-01,South,MAT-1003,15 kV Cable,7707,943,1.13,1.173,11461,2292,13753,16574,0,0,Base
2023-06-01,South,MAT-1003,15 kV Cable,7652,1780,1.15,1.184,12846,2569,15415,15593,0,0,Base
2023-07-01,South,MAT-1003,15 kV Cable,9766,3492,1.13,1.196,17920,3584,21504,25760,0,0,Base
2023-08-01,South,MAT-1003,15 kV Cable,7933,776,1.08,1.208,11363,2273,13636,17785,0,0,Base
2023-09-01,South,MAT-1003,15 kV Cable,9288,3310,1.0,1.22,15372,3074,18446,16854,1592,19104,Base
2023-10-01,South,MAT-1003,15 kV Cable,8389,2838,0.92,1.232,12729,2546,15275,21976,0,0,Base
2023-11-01,South,MAT-1003,15 kV Cable,6891,2655,0.87,1.245,10337,2067,12404,14300,0,0,Base
2023-12-01,South,MAT-1003,15 kV Cable,7391,2668,0.85,1.257,10749,2150,12899,11434,1465,17580,Base
2024-01-01,South,MAT-1003,15 kV Cable,8022,3004,0.87,1.27,12180,2436,14616,16714,0,0,Base
2024-02-01,South,MAT-1003,15 kV Cable,6853,2138,0.92,1.282,10608,2122,12730,14244,0,0,Base
2024-03-01,South,MAT-1003,15 kV Cable,7301,2568,1.0,1.295,12783,2557,15340,21460,0,0,Base
2024-04-01,South,MAT-1003,15 kV Cable,9118,4092,1.08,1.308,18664,3733,22397,24322,0,0,Base
2024-05-01,South,MAT-1003,15 kV Cable,9267,1181,1.13,1.321,15599,3120,18719,20461,0,0,Base
2024-06-01,South,MAT-1003,15 kV Cable,7621,1220,1.15,1.335,13568,2714,16282,20748,0,0,Base
2024-07-01,South,MAT-1003,15 kV Cable,8644,1433,1.13,1.348,15348,3070,18418,17649,769,9228,Base
2024-08-01,South,MAT-1003,15 kV Cable,10139,2029,1.08,1.361,17890,3578,21468,21584,0,0,Base
2024-09-01,South,MAT-1003,15 kV Cable,8234,1229,1.0,1.375,13011,2602,15613,17643,0,0,Base
2024-10-01,South,MAT-1003,15 kV Cable,8162,2275,0.92,1.389,13334,2667,16001,20558,0,0,Base
2024-11-01,South,MAT-1003,15 kV Cable,7074,2560,0.87,1.403,11756,2351,14107,19645,0,0,Base
2024-12-01,South,MAT-1003,15 kV Cable,5816,1662,0.85,1.417,9004,1801,10805,11943,0,0,Base
2025-01-01,South,MAT-1003,15 kV Cable,6235,1070,0.87,1.431,9093,1819,10912,15407,0,0,Base
2025-02-01,South,MAT-1003,15 kV Cable,6637,1299,0.92,1.445,10551,2110,12661,14006,0,0,Base
2025-03-01,South,MAT-1003,15 kV Cable,7481,2453,1.0,1.46,14499,2900,17399,19725,0,0,Base
2025-04-01,South,MAT-1003,15 kV Cable,7350,2478,1.08,1.474,15647,3129,18776,23606,0,0,Base
2025-05-01,South,MAT-1003,15 kV Cable,8341,1595,1.13,1.489,16716,3343,20059,18259,1800,21600,Base
2025-06-01,South,MAT-1003,15 kV Cable,7677,3226,1.15,1.504,18855,3771,22626,29628,0,0,Base
2025-07-01,South,MAT-1003,15 kV Cable,9462,693,1.13,1.519,17428,3486,20914,27639,0,0,Base
2025-08-01,South,MAT-1003,15 kV Cable,8980,3344,1.08,1.534,20417,4083,24500,24036,464,5568,Base
2025-09-01,South,MAT-1003,15 kV Cable,8039,1915,1.0,1.549,15422,3084,18506,26174,0,0,Base
2025-10-01,South,MAT-1003,15 kV Cable,8930,1171,0.92,1.565,14542,2908,17450,19944,0,0,Base
2025-11-01,South,MAT-1003,15 kV Cable,7012,3009,0.87,1.58,13779,2756,16535,17087,0,0,Base
2025-12-01,South,MAT-1003,15 kV Cable,8212,2170,0.85,1.596,14087,2817,16904,22472,0,0,Base
2026-01-01,South,MAT-1003,15 kV Cable,7834,1416,0.87,1.612,12974,2595,15569,14674,895,10740,Base
2026-02-01,South,MAT-1003,15 kV Cable,6203,2231,0.92,1.628,12635,2527,15162,21037,0,0,Base
2026-03-01,South,MAT-1003,15 kV Cable,7603,469,1.0,1.645,13275,2655,15930,15346,584,7008,Base
2026-04-01,South,MAT-1003,15 kV Cable,8539,3106,1.08,1.661,20891,4178,25069,22537,2532,30384,Base
2026-05-01,South,MAT-1003,15 kV Cable,9559,1642,1.13,1.678,21235,4247,25482,34015,0,0,Base
2026-06-01,South,MAT-1003,15 kV Cable,9922,3004,1.15,1.694,25188,5038,30226,39341,0,0,Base
2026-07-01,South,MAT-1003,15 kV Cable,7522,1240,1.13,1.711,16945,3389,20334,18014,2320,27840,Base
2026-08-01,South,MAT-1003,15 kV Cable,9240,561,1.08,1.729,18297,3659,21956,26902,0,0,Base
2026-09-01,South,MAT-1003,15 kV Cable,9622,2121,1.0,1.746,20501,4100,24601,22550,2051,24612,Base
2026-10-01,South,MAT-1003,15 kV Cable,6768,2466,0.92,1.763,14979,2996,17975,23421,0,0,Base
2026-11-01,South,MAT-1003,15 kV Cable,6884,429,0.87,1.781,11331,2266,13597,16672,0,0,Base
2026-12-01,South,MAT-1003,15 kV Cable,6684,1249,0.85,1.799,12129,2426,14555,17728,0,0,Base
2022-01-01,East,MAT-1003,15 kV Cable,10685,1925,0.87,1.0,10971,2194,13165,17085,0,0,Base
2022-02-01,East,MAT-1003,15 kV Cable,8152,579,0.92,1.01,8113,1623,9736,10535,0,0,Base
2022-03-01,East,MAT-1003,15 kV Cable,8356,2961,1.0,1.02,11544,2309,13853,18691,0,0,Base
2022-04-01,East,MAT-1003,15 kV Cable,12366,2445,1.08,1.03,16481,3296,19777,21599,0,0,Base
2022-05-01,East,MAT-1003,15 kV Cable,13121,2864,1.13,1.041,18796,3759,22555,21932,623,7476,Base
2022-06-01,East,MAT-1003,15 kV Cable,14253,3994,1.15,1.051,22054,4411,26465,24986,1479,17748,Base
2022-07-01,East,MAT-1003,15 kV Cable,13874,6176,1.13,1.062,24050,4810,28860,31072,0,0,Base
2022-08-01,East,MAT-1003,15 kV Cable,9792,3527,1.08,1.072,15422,3084,18506,19844,0,0,Base
2022-09-01,East,MAT-1003,15 kV Cable,9563,2399,1.0,1.083,12953,2591,15544,14276,1268,15216,Base
2022-10-01,East,MAT-1003,15 kV Cable,8483,2466,0.92,1.094,11017,2203,13220,16615,0,0,Base
2022-11-01,East,MAT-1003,15 kV Cable,9457,1197,0.87,1.105,10239,2048,12287,15700,0,0,Base
2022-12-01,East,MAT-1003,15 kV Cable,8321,2139,0.85,1.116,9919,1984,11903,13325,0,0,Base
2023-01-01,East,MAT-1003,15 kV Cable,7395,1179,0.87,1.127,8405,1681,10086,14364,0,0,Base
2023-02-01,East,MAT-1003,15 kV Cable,9262,3147,0.92,1.138,12993,2599,15592,13491,2101,25212,Base
2023-03-01,East,MAT-1003,15 kV Cable,11700,4960,1.0,1.149,19150,3830,22980,30957,0,0,Base
2023-04-01,East,MAT-1003,15 kV Cable,12102,1536,1.08,1.161,17100,3420,20520,17514,3006,36072,Base
2023-05-01,East,MAT-1003,15 kV Cable,9796,1394,1.13,1.173,14827,2965,17792,21228,0,0,Base
2023-06-01,East,MAT-1003,15 kV Cable,14179,3204,1.15,1.184,23675,4735,28410,31551,0,0,Base
2023-07-01,East,MAT-1003,15 kV Cable,10634,576,1.13,1.196,15152,3030,18182,22590,0,0,Base
2023-08-01,East,MAT-1003,15 kV Cable,12354,2150,1.08,1.208,18924,3785,22709,26786,0,0,Base
2023-09-01,East,MAT-1003,15 kV Cable,8597,1340,1.0,1.22,12125,2425,14550,15199,0,0,Base
2023-10-01,East,MAT-1003,15 kV Cable,11212,3054,0.92,1.232,16175,3235,19410,24919,0,0,Base
2023-11-01,East,MAT-1003,15 kV Cable,10196,3768,0.87,1.245,15122,3024,18146,20024,0,0,Base
2023-12-01,East,MAT-1003,15 kV Cable,7292,1821,0.85,1.257,9738,1948,11686,11844,0,0,Base
2024-01-01,East,MAT-1003,15 kV Cable,9234,1971,0.87,1.27,12378,2476,14854,15352,0,0,Base
2024-02-01,East,MAT-1003,15 kV Cable,10815,2264,0.92,1.282,15431,3086,18517,19286,0,0,Base
2024-03-01,East,MAT-1003,15 kV Cable,9071,3881,1.0,1.295,16776,3355,20131,17720,2411,28932,Base
2024-04-01,East,MAT-1003,15 kV Cable,9713,2116,1.08,1.308,16713,3343,20056,18137,1919,23028,Base
2024-05-01,East,MAT-1003,15 kV Cable,13063,2441,1.13,1.321,23148,4630,27778,26708,1070,12840,Base
2024-06-01,East,MAT-1003,15 kV Cable,11948,5234,1.15,1.335,26369,5274,31643,35857,0,0,Base
2024-07-01,East,MAT-1003,15 kV Cable,9614,694,1.13,1.348,15700,3140,18840,22523,0,0,Base
2024-08-01,East,MAT-1003,15 kV Cable,11998,2107,1.08,1.361,20738,4148,24886,33587,0,0,Base
2024-09-01,East,MAT-1003,15 kV Cable,8600,3282,1.0,1.375,16337,3267,19604,19730,0,0,Base
2024-10-01,East,MAT-1003,15 kV Cable,9927,1178,0.92,1.389,14188,2838,17026,18519,0,0,Base
2024-11-01,East,MAT-1003,15 kV Cable,8711,787,0.87,1.403,11590,2318,13908,12946,962,11544,Base
2024-12-01,East,MAT-1003,15 kV Cable,9009,535,0.85,1.417,11492,2298,13790,15087,0,0,Base
2025-01-01,East,MAT-1003,15 kV Cable,10327,1954,0.87,1.431,15287,3057,18344,18037,307,3684,Base
2025-02-01,East,MAT-1003,15 kV Cable,10986,2056,0.92,1.445,17339,3468,20807,17915,2892,34704,Base
2025-03-01,East,MAT-1003,15 kV Cable,10616,2387,1.0,1.46,18978,3796,22774,30132,0,0,Base
2025-04-01,East,MAT-1003,15 kV Cable,12573,3536,1.08,1.474,25646,5129,30775,27863,2912,34944,Base
2025-05-01,East,MAT-1003,15 kV Cable,9639,2849,1.13,1.489,21010,4202,25212,31909,0,0,Base
2025-06-01,East,MAT-1003,15 kV Cable,11689,3933,1.15,1.504,27015,5403,32418,35633,0,0,Base
2025-07-01,East,MAT-1003,15 kV Cable,13088,2673,1.13,1.519,27050,5410,32460,27593,4867,58404,Base
2025-08-01,East,MAT-1003,15 kV Cable,12705,3149,1.08,1.534,26265,5253,31518,35523,0,0,Base
2025-09-01,East,MAT-1003,15 kV Cable,10951,1840,1.0,1.549,19817,3963,23780,31299,0,0,Base
2025-10-01,East,MAT-1003,15 kV Cable,9123,2994,0.92,1.565,17444,3489,20933,26532,0,0,Base
2025-11-01,East,MAT-1003,15 kV Cable,8891,2863,0.87,1.58,16162,3232,19394,18472,922,11064,Base
2025-12-01,East,MAT-1003,15 kV Cable,7802,2723,0.85,1.596,14281,2856,17137,24708,0,0,Base
2026-01-01,East,MAT-1003,15 kV Cable,7767,1390,0.87,1.612,12844,2569,15413,19270,0,0,Base
2026-02-01,East,MAT-1003,15 kV Cable,10355,2800,0.92,1.628,19707,3941,23648,24049,0,0,Base
2026-03-01,East,MAT-1003,15 kV Cable,11445,3230,1.0,1.645,24135,4827,28962,39381,0,0,Base
2026-04-01,East,MAT-1003,15 kV Cable,10338,2413,1.08,1.661,22875,4575,27450,23928,3522,42264,Base
2026-05-01,East,MAT-1003,15 kV Cable,13061,1832,1.13,1.678,28234,5647,33881,31490,2391,28692,Base
2026-06-01,East,MAT-1003,15 kV Cable,12297,3991,1.15,1.694,31739,6348,38087,44129,0,0,Base
2026-07-01,East,MAT-1003,15 kV Cable,9715,3853,1.13,1.711,26239,5248,31487,41382,0,0,Base
2026-08-01,East,MAT-1003,15 kV Cable,11612,5015,1.08,1.729,31039,6208,37247,48059,0,0,Base
2026-09-01,East,MAT-1003,15 kV Cable,10413,3086,1.0,1.746,23567,4713,28280,38499,0,0,Base
2026-10-01,East,MAT-1003,15 kV Cable,7730,1325,0.92,1.763,14689,2938,17627,15992,1635,19620,Base
2026-11-01,East,MAT-1003,15 kV Cable,10005,2951,0.87,1.781,20074,4015,24089,32672,0,0,Base
2026-12-01,East,MAT-1003,15 kV Cable,9234,3629,0.85,1.799,19666,3933,23599,30402,0,0,Base
2022-01-01,West,MAT-1003,15 kV Cable,6593,2212,0.87,1.0,7660,1532,9192,13232,0,0,Base
2022-02-01,West,MAT-1003,15 kV Cable,9721,2646,0.92,1.01,11491,2298,13789,19149,0,0,Base
2022-03-01,West,MAT-1003,15 kV Cable,9544,1301,1.0,1.02,11063,2213,13276,11794,1482,17784,Base
2022-04-01,West,MAT-1003,15 kV Cable,9605,1212,1.08,1.03,12036,2407,14443,15052,0,0,Base
2022-05-01,West,MAT-1003,15 kV Cable,11756,4349,1.13,1.041,18938,3788,22726,24857,0,0,Base
2022-06-01,West,MAT-1003,15 kV Cable,8340,1519,1.15,1.051,11916,2383,14299,14809,0,0,Base
2022-07-01,West,MAT-1003,15 kV Cable,9655,2928,1.13,1.062,15094,3019,18113,24677,0,0,Base
2022-08-01,West,MAT-1003,15 kV Cable,9703,3909,1.08,1.072,15761,3152,18913,19880,0,0,Base
2022-09-01,West,MAT-1003,15 kV Cable,9770,3721,1.0,1.083,14609,2922,17531,22137,0,0,Base
2022-10-01,West,MAT-1003,15 kV Cable,8669,3371,0.92,1.094,12115,2423,14538,13309,1229,14748,Base
2022-11-01,West,MAT-1003,15 kV Cable,9284,1165,0.87,1.105,10042,2008,12050,15961,0,0,Base
2022-12-01,West,MAT-1003,15 kV Cable,7040,411,0.85,1.116,7066,1413,8479,10425,0,0,Base
2023-01-01,West,MAT-1003,15 kV Cable,7931,560,0.87,1.127,8324,1665,9989,11423,0,0,Base
2023-02-01,West,MAT-1003,15 kV Cable,7710,1079,0.92,1.138,9202,1840,11042,15202,0,0,Base
2023-03-01,West,MAT-1003,15 kV Cable,7407,3058,1.0,1.149,12029,2406,14435,15103,0,0,Base
2023-04-01,West,MAT-1003,15 kV Cable,7867,749,1.08,1.161,10803,2161,12964,12521,443,5316,Base
2023-05-01,West,MAT-1003,15 kV Cable,9212,3689,1.13,1.173,17094,3419,20513,28117,0,0,Base
2023-06-01,West,MAT-1003,15 kV Cable,8769,3417,1.15,1.184,16597,3319,19916,23776,0,0,Base
2023-07-01,West,MAT-1003,15 kV Cable,9872,2367,1.13,1.196,16543,3309,19852,16965,2887,34644,Base
2023-08-01,West,MAT-1003,15 kV Cable,11138,1542,1.08,1.208,16544,3309,19853,28567,0,0,Base
2023-09-01,West,MAT-1003,15 kV Cable,7899,875,1.0,1.22,10706,2141,12847,16341,0,0,Base
2023-10-01,West,MAT-1003,15 kV Cable,6829,1364,0.92,1.232,9289,1858,11147,13921,0,0,Base
2023-11-01,West,MAT-1003,15 kV Cable,6357,1569,0.87,1.245,8583,1717,10300,12720,0,0,Base
2023-12-01,West,MAT-1003,15 kV Cable,8921,1269,0.85,1.257,10889,2178,13067,15887,0,0,Base
2024-01-01,West,MAT-1003,15 kV Cable,8625,3726,0.87,1.27,13644,2729,16373,15718,655,7860,Base
2024-02-01,West,MAT-1003,15 kV Cable,8658,1826,0.92,1.282,12369,2474,14843,19042,0,0,Base
2024-03-01,West,MAT-1003,15 kV Cable,8477,1042,1.0,1.295,12330,2466,14796,20873,0,0,Base
2024-04-01,West,MAT-1003,15 kV Cable,11359,1618,1.08,1.308,18335,3667,22002,24994,0,0,Base
2024-05-01,West,MAT-1003,15 kV Cable,11050,1780,1.13,1.321,19156,3831,22987,21756,1231,14772,Base
2024-06-01,West,MAT-1003,15 kV Cable,8766,1622,1.15,1.335,15942,3188,19130,25938,0,0,Base
2024-07-01,West,MAT-1003,15 kV Cable,8857,473,1.13,1.348,14210,2842,17052,23372,0,0,Base
2024-08-01,West,MAT-1003,15 kV Cable,8282,1700,1.08,1.361,14676,2935,17611,21473,0,0,Base
2024-09-01,West,MAT-1003,15 kV Cable,9402,3702,1.0,1.375,18017,3603,21620,25410,0,0,Base
2024-10-01,West,MAT-1003,15 kV Cable,7499,454,0.92,1.389,10161,2032,12193,16086,0,0,Base
2024-11-01,West,MAT-1003,15 kV Cable,7118,1126,0.87,1.403,10060,2012,12072,15525,0,0,Base
2024-12-01,West,MAT-1003,15 kV Cable,6445,1555,0.85,1.417,9633,1927,11560,10624,936,11232,Base
2025-01-01,West,MAT-1003,15 kV Cable,6865,2934,0.87,1.431,12197,2439,14636,20557,0,0,Base
2025-02-01,West,MAT-1003,15 kV Cable,7495,2254,0.92,1.445,12961,2592,15553,22521,0,0,Base
2025-03-01,West,MAT-1003,15 kV Cable,9846,1828,1.0,1.46,17039,3408,20447,19656,791,9492,Base
2025-04-01,West,MAT-1003,15 kV Cable,9399,2150,1.08,1.474,18387,3677,22064,27918,0,0,Base
2025-05-01,West,MAT-1003,15 kV Cable,11212,922,1.13,1.489,20414,4083,24497,30724,0,0,Base
2025-06-01,West,MAT-1003,15 kV Cable,8722,2875,1.15,1.504,20055,4011,24066,22737,1329,15948,Base
2025-07-01,West,MAT-1003,15 kV Cable,10502,2003,1.13,1.519,21461,4292,25753,26905,0,0,Base
2025-08-01,West,MAT-1003,15 kV Cable,11386,3446,1.08,1.534,24572,4914,29486,28895,591,7092,Base
2025-09-01,West,MAT-1003,15 kV Cable,7789,1026,1.0,1.549,13657,2731,16388,17881,0,0,Base
2025-10-01,West,MAT-1003,15 kV Cable,8899,471,0.92,1.565,13489,2698,16187,21672,0,0,Base
2025-11-01,West,MAT-1003,15 kV Cable,6902,730,0.87,1.58,10494,2099,12593,15092,0,0,Base
2025-12-01,West,MAT-1003,15 kV Cable,6642,1673,0.85,1.596,11282,2256,13538,14836,0,0,Base
2026-01-01,West,MAT-1003,15 kV Cable,8206,979,0.87,1.612,12883,2577,15460,15038,422,5064,Base
2026-02-01,West,MAT-1003,15 kV Cable,8019,1483,0.92,1.628,14235,2847,17082,15145,1937,23244,Base
2026-03-01,West,MAT-1003,15 kV Cable,8238,1576,1.0,1.645,16140,3228,19368,17774,1594,19128,Base
2026-04-01,West,MAT-1003,15 kV Cable,9961,1448,1.08,1.661,20467,4093,24560,29780,0,0,Base
2026-05-01,West,MAT-1003,15 kV Cable,9630,729,1.13,1.678,19638,3928,23566,28165,0,0,Base
2026-06-01,West,MAT-1003,15 kV Cable,10849,597,1.15,1.694,22304,4461,26765,37077,0,0,Base
2026-07-01,West,MAT-1003,15 kV Cable,8822,3523,1.13,1.711,23874,4775,28649,29984,0,0,Base
2026-08-01,West,MAT-1003,15 kV Cable,9403,1351,1.08,1.729,20076,4015,24091,28466,0,0,Base
2026-09-01,West,MAT-1003,15 kV Cable,8262,3215,1.0,1.746,20037,4007,24044,30968,0,0,Base
2026-10-01,West,MAT-1003,15 kV Cable,6979,393,0.92,1.763,11959,2392,14351,13954,397,4764,Base
2026-11-01,West,MAT-1003,15 kV Cable,7783,1475,0.87,1.781,14344,2869,17213,21755,0,0,Base
2026-12-01,West,MAT-1003,15 kV Cable,8039,3019,0.85,1.799,16907,3381,20288,20242,46,552,Base
2022-01-01,North,MAT-1004,35 kV Cable,7924,3483,0.87,1.0,9924,1985,11909,15257,0,0,Base
2022-02-01,North,MAT-1004,35 kV Cable,8037,521,0.92,1.01,7952,1590,9542,12615,0,0,Base
2022-03-01,North,MAT-1004,35 kV Cable,6593,1480,1.0,1.02,8235,1647,9882,9538,344,9288,Base
2022-04-01,North,MAT-1004,35 kV Cable,7887,865,1.08,1.03,9739,1948,11687,13121,0,0,Base
2022-05-01,North,MAT-1004,35 kV Cable,9427,1790,1.13,1.041,13190,2638,15828,21909,0,0,Base
2022-06-01,North,MAT-1004,35 kV Cable,10208,1176,1.15,1.051,13759,2752,16511,23324,0,0,Base
2022-07-01,North,MAT-1004,35 kV Cable,7344,924,1.13,1.062,9918,1984,11902,16341,0,0,Base
2022-08-01,North,MAT-1004,35 kV Cable,7978,1641,1.08,1.072,11138,2228,13366,17383,0,0,Base
2022-09-01,North,MAT-1004,35 kV Cable,8786,890,1.0,1.083,10478,2096,12574,16103,0,0,Base
2022-10-01,North,MAT-1004,35 kV Cable,6625,2927,0.92,1.094,9611,1922,11533,12679,0,0,Base
2022-11-01,North,MAT-1004,35 kV Cable,8017,3071,0.87,1.105,10656,2131,12787,11873,914,24678,Base
2022-12-01,North,MAT-1004,35 kV Cable,7526,2151,0.85,1.116,9177,1835,11012,9672,1340,36180,Base
2023-01-01,North,MAT-1004,35 kV Cable,5797,2043,0.87,1.127,7686,1537,9223,13202,0,0,Base
2023-02-01,North,MAT-1004,35 kV Cable,8475,608,0.92,1.138,9510,1902,11412,11954,0,0,Base
2023-03-01,North,MAT-1004,35 kV Cable,8346,3205,1.0,1.149,13278,2656,15934,17828,0,0,Base
2023-04-01,North,MAT-1004,35 kV Cable,9019,3992,1.08,1.161,16314,3263,19577,19407,170,4590,Base
2023-05-01,North,MAT-1004,35 kV Cable,7354,2815,1.13,1.173,13474,2695,16169,18773,0,0,Base
2023-06-01,North,MAT-1004,35 kV Cable,9615,1012,1.15,1.184,14473,2895,17368,18100,0,0,Base
2023-07-01,North,MAT-1004,35 kV Cable,7230,1078,1.13,1.196,11229,2246,13475,17015,0,0,Base
2023-08-01,North,MAT-1004,35 kV Cable,7059,2704,1.08,1.208,12738,2548,15286,18353,0,0,Base
2023-09-01,North,MAT-1004,35 kV Cable,7973,3152,1.0,1.22,13575,2715,16290,22931,0,0,Base
2023-10-01,North,MAT-1004,35 kV Cable,5904,1647,0.92,1.232,8561,1712,10273,10211,62,1674,Base
2023-11-01,North,MAT-1004,35 kV Cable,7972,1571,0.87,1.245,10334,2067,12401,12063,338,9126,Base
2023-12-01,North,MAT-1004,35 kV Cable,7556,2224,0.85,1.257,10451,2090,12541,14550,0,0,Base
2024-01-01,North,MAT-1004,35 kV Cable,6283,2347,0.87,1.27,9533,1907,11440,11762,0,0,Base
2024-02-01,North,MAT-1004,35 kV Cable,6974,1727,0.92,1.282,10266,2053,12319,16037,0,0,Base
2024-03-01,North,MAT-1004,35 kV Cable,6449,1598,1.0,1.295,10423,2085,12508,15781,0,0,Base
2024-04-01,North,MAT-1004,35 kV Cable,7246,2463,1.08,1.308,13718,2744,16462,17714,0,0,Base
2024-05-01,North,MAT-1004,35 kV Cable,7402,1611,1.13,1.321,13457,2691,16148,19440,0,0,Base
2024-06-01,North,MAT-1004,35 kV Cable,9934,2137,1.15,1.335,18525,3705,22230,28073,0,0,Base
2024-07-01,North,MAT-1004,35 kV Cable,8346,916,1.13,1.348,14107,2821,16928,17771,0,0,Base
2024-08-01,North,MAT-1004,35 kV Cable,8092,3231,1.08,1.361,16647,3329,19976,17308,2668,72036,Base
2024-09-01,North,MAT-1004,35 kV Cable,8153,2958,1.0,1.375,15277,3055,18332,25832,0,0,Base
2024-10-01,North,MAT-1004,35 kV Cable,6465,1995,0.92,1.389,10808,2162,12970,15925,0,0,Base
2024-11-01,North,MAT-1004,35 kV Cable,7081,2389,0.87,1.403,11556,2311,13867,17680,0,0,Base
2024-12-01,North,MAT-1004,35 kV Cable,5495,1012,0.85,1.417,7835,1567,9402,12474,0,0,Base
2025-01-01,North,MAT-1004,35 kV Cable,5813,2269,0.87,1.431,10060,2012,12072,17413,0,0,Base
2025-02-01,North,MAT-1004,35 kV Cable,7224,633,0.92,1.445,10446,2089,12535,13382,0,0,Base
2025-03-01,North,MAT-1004,35 kV Cable,6440,561,1.0,1.46,10218,2044,12262,13658,0,0,Base
2025-04-01,North,MAT-1004,35 kV Cable,7153,2312,1.08,1.474,15069,3014,18083,22799,0,0,Base
2025-05-01,North,MAT-1004,35 kV Cable,9596,3201,1.13,1.489,21530,4306,25836,35020,0,0,Base
2025-06-01,North,MAT-1004,35 kV Cable,10299,2924,1.15,1.504,22867,4573,27440,38589,0,0,Base
2025-07-01,North,MAT-1004,35 kV Cable,7163,2953,1.13,1.519,17361,3472,20833,21557,0,0,Base
2025-08-01,North,MAT-1004,35 kV Cable,8260,1613,1.08,1.534,16357,3271,19628,18005,1623,43821,Base
2025-09-01,North,MAT-1004,35 kV Cable,7767,1250,1.0,1.549,13970,2794,16764,18083,0,0,Base
2025-10-01,North,MAT-1004,35 kV Cable,6145,1330,0.92,1.565,10761,2152,12913,11993,920,24840,Base
2025-11-01,North,MAT-1004,35 kV Cable,6829,1140,0.87,1.58,10957,2191,13148,15537,0,0,Base
2025-12-01,North,MAT-1004,35 kV Cable,7793,2061,0.85,1.596,13370,2674,16044,22478,0,0,Base
2026-01-01,North,MAT-1004,35 kV Cable,6632,526,0.87,1.612,10040,2008,12048,11669,379,10233,Base
2026-02-01,North,MAT-1004,35 kV Cable,7047,781,0.92,1.628,11727,2345,14072,15213,0,0,Base
2026-03-01,North,MAT-1004,35 kV Cable,6334,1608,1.0,1.645,13062,2612,15674,21142,0,0,Base
2026-04-01,North,MAT-1004,35 kV Cable,7075,2335,1.08,1.661,16881,3376,20257,20376,0,0,Base
2026-05-01,North,MAT-1004,35 kV Cable,8865,1296,1.13,1.678,19263,3853,23116,27611,0,0,Base
2026-06-01,North,MAT-1004,35 kV Cable,7997,983,1.15,1.694,17499,3500,20999,19273,1726,46602,Base
2026-07-01,North,MAT-1004,35 kV Cable,7203,1054,1.13,1.711,15968,3194,19162,17514,1648,44496,Base
2026-08-01,North,MAT-1004,35 kV Cable,6741,2246,1.08,1.729,16777,3355,20132,18241,1891,51057,Base
2026-09-01,North,MAT-1004,35 kV Cable,8043,2598,1.0,1.746,18577,3715,22292,31399,0,0,Base
2026-10-01,North,MAT-1004,35 kV Cable,5803,1807,0.92,1.763,12345,2469,14814,19078,0,0,Base
2026-11-01,North,MAT-1004,35 kV Cable,8133,1957,0.87,1.781,15633,3127,18760,25409,0,0,Base
2026-12-01,North,MAT-1004,35 kV Cable,6730,1412,0.85,1.799,12448,2490,14938,14899,39,1053,Base
2022-01-01,South,MAT-1004,35 kV Cable,6534,357,0.87,1.0,5995,1199,7194,6696,498,13446,Base
2022-02-01,South,MAT-1004,35 kV Cable,6883,755,0.92,1.01,7097,1419,8516,8216,300,8100,Base
2022-03-01,South,MAT-1004,35 kV Cable,6440,2259,1.0,1.02,8874,1775,10649,14941,0,0,Base
2022-04-01,South,MAT-1004,35 kV Cable,6580,1570,1.08,1.03,9069,1814,10883,13763,0,0,Base
